gender,age,student_since,nationality,school_education,attended_university	
male,50,8/26/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,22,7/22/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,26,9/25/2017,Syrian Arab Republic,,	
male,32,8/20/2017,Sudan,,	
male,21,8/1/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,23,7/21/2017,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,21,7/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,31,7/20/2017,Uganda,Upper secondary education (11-13 school years),FALSE	
male,28,9/27/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,26,8/3/2017,Sudan,,	
female,19,9/22/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,21,9/20/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,27,7/21/2017,Bangladesh,Upper secondary education (11-13 school years),FALSE	
male,28,7/23/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,38,7/21/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,8/5/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,27,7/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,7/24/2017,Rwanda,Upper secondary education (11-13 school years),FALSE	
male,30,8/4/2017,Sudan,,	
male,26,7/20/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,7/19/2017,Somalia,Lower secondary education (7-11 school years),FALSE	
male,34,7/19/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,29,8/3/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,29,7/20/2017,Somalia,,	
male,22,10/4/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,7/24/2017,Turkey,Upper secondary education (11-13 school years),TRUE	
male,21,7/20/2017,Thailand,Lower secondary education (7-11 school years),FALSE	
male,29,8/4/2017,Gambia,,TRUE	
female,30,7/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,24,7/24/2017,Somalia,,	
female,22,7/20/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,26,7/20/2017,Pakistan,Upper secondary education (11-13 school years),TRUE	
male,25,7/22/2017,Somalia,,	
male,32,7/19/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,31,8/5/2017,Burundi,,	
male,25,9/6/2017,Congo (Democratic Republic of the),,	
female,22,8/12/2017,Sudan,Upper secondary education (11-13 school years),FALSE	
male,34,8/16/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,62,9/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,9/5/2017,Congo (Democratic Republic of the),,	
male,27,9/4/2017,Burundi,,	
male,32,9/25/2017,Congo (Democratic Republic of the),,	
male,48,8/14/2017,Kenya,Upper secondary education (11-13 school years),TRUE	
male,26,8/3/2017,Somalia,,	
male,32,8/4/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,8/11/2017,Sudan,Upper secondary education (11-13 school years),TRUE	
male,27,8/5/2017,Sudan,Upper secondary education (11-13 school years),FALSE	
male,23,8/3/2017,Somalia,,	
male,19,8/3/2017,Congo (Democratic Republic of the),Lower secondary education (7-11 school years),FALSE	
male,28,8/22/2017,Burundi,Upper secondary education (11-13 school years),TRUE	
male,25,9/9/2017,Sudan,Upper secondary education (11-13 school years),FALSE	
male,27,10/9/2017,Pakistan,Upper secondary education (11-13 school years),TRUE	
male,28,10/18/2017,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,26,8/2/2017,Afghanistan,I did not go to school,FALSE	
male,30,8/5/2017,Afghanistan,,	
male,32,9/22/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,31,8/2/2017,Cameroon,Lower secondary education (7-11 school years),FALSE	
male,28,8/2/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,20,8/16/2017,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,31,9/18/2017,Germany,Upper secondary education (11-13 school years),TRUE	
male,27,9/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,8/4/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,27,8/2/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,33,8/4/2017,Germany,Upper secondary education (11-13 school years),TRUE	
male,49,8/3/2017,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,25,8/8/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,19,8/2/2017,Afghanistan,Lower secondary education (7-11 school years),TRUE	
male,29,8/31/2017,Afghanistan,,	
male,23,9/21/2017,Germany,Upper secondary education (11-13 school years),TRUE	
female,34,8/17/2017,Algeria,Upper secondary education (11-13 school years),TRUE	
male,33,8/2/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,23,8/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,9/25/2017,Afghanistan,,	
male,27,8/2/2017,Guinea,,	
male,56,8/23/2017,France,Upper secondary education (11-13 school years),TRUE	
male,36,10/29/2017,Nigeria,Upper secondary education (11-13 school years),TRUE	
male,27,8/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,21,8/3/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,23,8/2/2017,South Sudan,Upper secondary education (11-13 school years),FALSE	
female,28,10/9/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,22,8/4/2017,Somalia,Primary education (4-7 school years),FALSE	
male,28,9/6/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
other,20,9/6/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,29,9/21/2017,Germany,Upper secondary education (11-13 school years),TRUE	
male,42,8/3/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,8/2/2017,Jordan,,	
male,34,8/26/2017,Somalia,,	
male,33,8/4/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,26,8/4/2017,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,36,8/2/2017,Iraq,Upper secondary education (11-13 school years),TRUE	
male,24,8/8/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
female,32,8/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,8/12/2017,South Sudan,Upper secondary education (11-13 school years),TRUE	
female,21,8/18/2017,Congo (Democratic Republic of the),Lower secondary education (7-11 school years),FALSE	
male,34,10/10/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,36,8/6/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,8/28/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,8/2/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,39,8/2/2017,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,31,8/6/2017,Germany,,	
male,22,8/2/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,27,10/5/2017,Sudan,Upper secondary education (11-13 school years),FALSE	
female,26,8/17/2017,France,I did not go to school,FALSE	
female,33,10/9/2017,Germany,Upper secondary education (11-13 school years),TRUE	
female,43,11/1/2017,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,30,8/18/2017,Afghanistan,I did not go to school,FALSE	
male,26,8/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,8/2/2017,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,20,8/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,8/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,8/13/2017,Afghanistan,,	
male,25,9/9/2017,Burundi,Upper secondary education (11-13 school years),TRUE	
male,21,8/3/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,8/12/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,20,8/2/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,28,9/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,8/3/2017,Iraq,Upper secondary education (11-13 school years),TRUE	
female,39,8/3/2017,Zimbabwe,Lower secondary education (7-11 school years),FALSE	
female,55,8/18/2017,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,36,9/25/2017,Jordan,Upper secondary education (11-13 school years),TRUE	
male,34,8/10/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,37,10/5/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,8/3/2017,Indonesia,,	
female,34,8/4/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,37,8/3/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,8/19/2017,Niger,Upper secondary education (11-13 school years),TRUE	
male,20,11/4/2017,Afghanistan,,	
male,42,9/6/2017,Jordan,Upper secondary education (11-13 school years),TRUE	
male,25,8/16/2017,Sudan,Upper secondary education (11-13 school years),TRUE	
male,22,9/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,42,8/16/2017,Turkey,Upper secondary education (11-13 school years),FALSE	
male,40,9/9/2017,Yemen,Upper secondary education (11-13 school years),TRUE	
male,24,8/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,8/21/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,8/16/2017,Iraq,Upper secondary education (11-13 school years),TRUE	
male,21,8/16/2017,Germany,Lower secondary education (7-11 school years),FALSE	
male,25,9/1/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,33,8/18/2017,Somalia,,	
male,30,8/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,9/16/2017,Somalia,,	
male,26,9/17/2017,Nigeria,Upper secondary education (11-13 school years),FALSE	
female,29,8/16/2017,Iraq,Upper secondary education (11-13 school years),TRUE	
male,24,8/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,24,8/16/2017,Syrian Arab Republic,,	
male,26,8/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,31,8/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,9/6/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,37,8/16/2017,Germany,Upper secondary education (11-13 school years),TRUE	
male,28,8/16/2017,Kyrgyzstan,Upper secondary education (11-13 school years),TRUE	
female,20,8/19/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,36,8/21/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,27,9/9/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,27,9/6/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,36,8/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,8/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,25,8/17/2017,Somalia,,	
female,32,9/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,8/17/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,24,8/17/2017,Syrian Arab Republic,,	
male,26,8/26/2017,Congo (Democratic Republic of the),Lower secondary education (7-11 school years),FALSE	
male,27,8/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,37,8/17/2017,Pakistan,,	
male,23,8/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,30,9/2/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,8/16/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,25,8/17/2017,South Sudan,Lower secondary education (7-11 school years),FALSE	
male,24,8/16/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,23,8/18/2017,Somalia,Primary education (4-7 school years),FALSE	
female,34,8/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,27,8/16/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,31,8/31/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,8/31/2017,Gambia,Upper secondary education (11-13 school years),FALSE	
male,22,8/20/2017,Ethiopia,Upper secondary education (11-13 school years),FALSE	
male,2,9/10/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,9/24/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
female,24,8/16/2017,Germany,Lower secondary education (7-11 school years),FALSE	
male,26,8/23/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,21,8/18/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,9/21/2017,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,29,9/24/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,29,8/22/2017,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
female,47,8/21/2017,Jordan,Upper secondary education (11-13 school years),TRUE	
male,31,8/17/2017,Russian Federation,Primary education (4-7 school years),FALSE	
male,38,9/6/2017,Jordan,Upper secondary education (11-13 school years),TRUE	
male,35,8/16/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,10/4/2017,Sudan,Upper secondary education (11-13 school years),FALSE	
female,31,9/8/2017,Bangladesh,,	
male,35,8/18/2017,Germany,Upper secondary education (11-13 school years),TRUE	
male,24,9/19/2017,Jordan,Upper secondary education (11-13 school years),FALSE	
female,23,9/5/2017,Jordan,Upper secondary education (11-13 school years),FALSE	
male,21,9/1/2017,Sudan,Upper secondary education (11-13 school years),FALSE	
female,44,9/7/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,21,8/17/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,36,11/11/2017,Kenya,Upper secondary education (11-13 school years),FALSE	
male,30,8/30/2017,France,,	
male,26,9/18/2017,Sudan,,	
male,44,9/7/2017,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,1,10/10/2017,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,21,9/1/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
female,19,9/26/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
