Case Number,PostalCode,Number in Household,# of Adults,# of Children,Quantity,Amount,Cubic Volume Total (Ft),Primary Segment,Appointment Date,Date/Time Opened,DAY,MONTH,YEAR
00008592,M1J3E4,4,3,1,19,"$1,850.00 ",109.25,Refugees,,09/01/2017 11:45 AM,9,1,2017
00009860,M9V1P3,,1,,9,$440.00 ,51.75,Formerly Homeless,,26/04/2017 2:46 PM,26,4,2017
00009822,M9V2X3,,1,,15,$575.00 ,86.25,Formerly Homeless,,24/04/2017 11:51 AM,24,4,2017
00009857,M6H4H2,,1,,11,$485.00 ,63.25,Formerly Homeless,,26/04/2017 2:31 PM,26,4,2017
00009790,M5S2R3,,1,,6,$370.00 ,34.50,Formerly Homeless,,20/04/2017 1:16 PM,20,4,2017
00009787,M1M2E8,,1,,14,$970.00 ,80.50,Formerly Homeless,,20/04/2017 11:24 AM,20,4,2017
00009215,M4H1L3,7,5,2,16,$725.00 ,92.00,Women and/or Children,,01/03/2017 3:14 PM,1,3,2017
00009851,M1J2L1,2,1,1,1,$300.00 ,5.75,Formerly Homeless,,26/04/2017 12:26 PM,26,4,2017
00009135,M5A4E9,,1,,13,$740.00 ,74.75,Mental Illness,,24/02/2017 11:48 AM,24,2,2017
00007412,M8V1R9,2,1,1,16,$970.00 ,92.00,Women and/or Children,,12/09/2016 3:49 PM,12,9,2016
00007411,M4X1G3,,1,,10,$650.00 ,57.50,Refugees,,12/09/2016 3:42 PM,12,9,2016
00007414,M3C1G7,7,2,5,34,"$1,750.00 ",195.50,Immigrants,,13/09/2016 10:35 AM,13,9,2016
00007648,M9W4V4,,2,,20,"$1,380.00 ",115.00,Refugees,,03/10/2016 9:25 AM,3,10,2016
00007413,M3A1EA,3,1,2,20,"$1,150.00 ",115.00,Women and/or Children,,13/09/2016 9:54 AM,13,9,2016
00009442,M3J3P4,,1,,14,$685.00 ,80.50,Formerly Homeless,,20/03/2017 3:41 PM,20,3,2017
00009443,M1C1P7,,1,,9,$715.00 ,51.75,Formerly Homeless,,20/03/2017 4:15 PM,20,3,2017
00009516,M4M1Y5,,1,,1,$70.00 ,5.75,Formerly Homeless,,27/03/2017 9:18 AM,27,3,2017
00009442,M3J3P4,,1,,1,$20.00 ,5.75,Formerly Homeless,,20/03/2017 3:41 PM,20,3,2017
00008794,l5A3K7,4,2,2,14,"$1,070.00 ",80.50,Immigrants,,25/01/2017 3:14 PM,25,1,2017
00009449,M8V2L4,,1,,15,$710.00 ,86.25,Formerly Homeless,,21/03/2017 10:44 AM,21,3,2017
00008788,M3N2W4,3,1,2,22,"$1,165.00 ",126.50,Formerly Homeless,,25/01/2017 11:34 AM,25,1,2017
00009945,M4H1L6,5,3,2,17,"$1,380.00 ",97.75,Immigrants,,03/05/2017 3:51 PM,3,5,2017
00010376,M5T2R2,,1,,18,"$1,015.00 ",103.50,Formerly Homeless,,16/06/2017 5:48 PM,16,6,2017
00010485,M1H2E9,4,2,2,23,"$1,500.00 ",132.25,Other,,05/07/2017 1:52 PM,5,7,2017
00010532,M1H2Y4,3,2,1,22,"$1,455.00 ",126.50,Other,,12/07/2017 10:24 AM,12,7,2017
00010484,M1G3S6,3,1,2,13,$920.00 ,74.75,Other,,05/07/2017 1:33 PM,5,7,2017
00010484,M1G3S6,3,1,2,2,$40.00 ,11.50,Other,,05/07/2017 1:33 PM,5,7,2017
00007715,M6S2K3,,1,,17,$875.00 ,97.75,Women and/or Children,,07/10/2016 9:09 AM,7,10,2016
00007704,M6M0A7,,1,,11,$930.00 ,63.25,Other,,06/10/2016 1:52 PM,6,10,2016
00007700,L4T2C8,3,2,1,15,"$1,055.00 ",86.25,Refugees,,06/10/2016 11:32 AM,6,10,2016
00007718,M4C5L7,4,2,2,14,$720.00 ,80.50,Immigrants,,07/10/2016 9:36 AM,7,10,2016
00007712,M4M2P1,,1,,10,$440.00 ,57.50,Mental Illness,,06/10/2016 9:23 PM,6,10,2016
00010437,M2M2E1,,1,,13,$870.00 ,74.75,Formerly Homeless,,27/06/2017 11:35 AM,27,6,2017
00010513,L5A3X8,4,2,2,31,"$1,650.00 ",178.25,Immigrants,,10/07/2017 1:09 PM,10,7,2017
00010511,L5A3X8,4,2,2,26,"$1,690.00 ",149.50,Immigrants,,10/07/2017 1:03 PM,10,7,2017
00009819,M4H1K4,6,2,4,29,"$1,570.00 ",166.75,Immigrants,,24/04/2017 10:52 AM,24,4,2017
00010467,M6S2Z5,,1,,18,$945.00 ,103.50,Formerly Homeless,,04/07/2017 10:16 AM,4,7,2017
00010477,M6K2T7,,1,,10,$515.00 ,57.50,Women & Children,,04/07/2017 5:01 PM,4,7,2017
00010473,M1N4B2,,1,,1,$130.00 ,5.75,Formerly Homeless,,04/07/2017 3:00 PM,4,7,2017
00009760,L5M4N7,4,1,3,8,$575.00 ,46.00,Immigrants,,18/04/2017 11:06 AM,18,4,2017
00009818,M9V1R9,,5,,17,"$1,230.00 ",97.75,Refugees,,24/04/2017 9:52 AM,24,4,2017
00010403,M1G1S2,4,2,2,26,"$1,890.00 ",149.50,Other,,21/06/2017 8:46 AM,21,6,2017
00009760,L5M4N7,4,1,3,2,$40.00 ,11.50,Immigrants,,18/04/2017 11:06 AM,18,4,2017
00010569,M4N2H8,,1,,1,$70.00 ,5.75,Formerly Homeless,,18/07/2017 12:51 PM,18,7,2017
00010572,M9N1Y7,,2,,1,$60.00 ,5.75,Other,,18/07/2017 3:47 PM,18,7,2017
00010576,M4P2X9,,1,,1,$20.00 ,5.75,Formerly Homeless,,19/07/2017 11:39 AM,19,7,2017
00007737,M2j1Z1,4,2,2,3,$90.00 ,17.25,Women and/or Children,,11/10/2016 1:43 PM,11,10,2016
00007717,M4C5L4,3,2,1,16,$940.00 ,92.00,Immigrants,,07/10/2016 9:33 AM,7,10,2016
00007745,M4K1X1,5,3,2,12,$665.00 ,69.00,Women and/or Children,,12/10/2016 10:33 AM,12,10,2016
00007727,M9W7B8,,2,,8,$630.00 ,46.00,Formerly Homeless,,07/10/2016 3:45 PM,7,10,2016
00007741,M8V3V8,,1,,11,$670.00 ,63.25,Women and/or Children,,11/10/2016 3:02 PM,11,10,2016
00007727,M9W7B8,,2,,1,$20.00 ,5.75,Formerly Homeless,,07/10/2016 3:45 PM,7,10,2016
00008231,M4M1H9,,1,,2,$40.00 ,11.50,Formerly Homeless,,23/11/2016 2:41 PM,23,11,2016
00007815,M1K2B7,4,2,2,20,"$1,180.00 ",115.00,Immigrants,,17/10/2016 5:10 PM,17,10,2016
00008293,M8V3Z1,,1,,22,"$1,430.00 ",126.50,Formerly Homeless,,30/11/2016 9:58 AM,30,11,2016
00009020,M6N1Y4,,2,,1,$80.00 ,5.75,Formerly Homeless,,13/02/2017 4:37 PM,13,2,2017
00008861,M4E3V,,1,,10,$610.00 ,57.50,Formerly Homeless,,01/02/2017 8:52 AM,1,2,2017
00008927,M4B1N7,,3,,26,"$1,650.00 ",149.50,Formerly Homeless,,03/02/2017 4:01 PM,3,2,2017
00008332,M9V1R9,3,2,1,22,"$1,455.00 ",126.50,Refugees,,02/12/2016 1:39 PM,2,12,2016
00008801,M9N3P8,,1,,19,"$1,090.00 ",109.25,Formerly Homeless,,26/01/2017 11:20 AM,26,1,2017
00009126,M4C1L7,,1,,8,$585.00 ,46.00,Formerly Homeless,,24/02/2017 8:46 AM,24,2,2017
00009134,M8W1E9,,2,,17,$900.00 ,97.75,Formerly Homeless,,24/02/2017 11:25 AM,24,2,2017
00008623,L6X0M5,2,1,1,13,$765.00 ,74.75,Women and/or Children,,11/01/2017 1:39 PM,11,1,2017
00009197,M6K1S6,,1,,12,$830.00 ,69.00,Formerly Homeless,,01/03/2017 10:51 AM,1,3,2017
00009104,M4Y1V2,,1,,8,$645.00 ,46.00,Formerly Homeless,,22/02/2017 10:15 AM,22,2,2017
00009163,M4C1M1,,1,,14,$985.00 ,80.50,Formerly Homeless,,27/02/2017 3:10 PM,27,2,2017
00009115,M6K2J9,,1,,6,$335.00 ,34.50,Formerly Homeless,,23/02/2017 9:28 AM,23,2,2017
00009626,M3N2N7,,1,,17,"$1,065.00 ",97.75,Formerly Homeless,,04/04/2017 11:58 AM,4,4,2017
00009100,L5M5A9,,3,,12,$990.00 ,69.00,Other,,21/02/2017 11:53 PM,21,2,2017
00009641,M1G1B9,4,2,2,5,$660.00 ,28.75,Other,,05/04/2017 12:00 PM,5,4,2017
00009798,M6K2Y4,,1,,18,"$1,000.00 ",103.50,Formerly Homeless,,21/04/2017 9:07 AM,21,4,2017
00009641,M1G1B9,4,2,2,2,$55.00 ,11.50,Other,,05/04/2017 12:00 PM,5,4,2017
00009096,M4K-3H4,,1,,9,$370.00 ,51.75,Formerly Homeless,,21/02/2017 3:43 PM,21,2,2017
00009799,M5S2R1,,1,,3,$330.00 ,17.25,Formerly Homeless,,21/04/2017 9:16 AM,21,4,2017
00009777,M5B1L6,,2,,19,"$1,130.00 ",109.25,Formerly Homeless,,19/04/2017 2:55 PM,19,4,2017
00009098,M1K2M8,,1,,9,$390.00 ,51.75,Refugees,,21/02/2017 5:33 PM,21,2,2017
00009097,M4X1M1,,1,,15,$695.00 ,86.25,Women and/or Children,,21/02/2017 3:46 PM,21,2,2017
00009100,L5M5A9,,3,,2,$40.00 ,11.50,Other,,21/02/2017 11:53 PM,21,2,2017
00007415,M3C1G7,4,3,1,25,"$1,635.00 ",143.75,Immigrants,,13/09/2016 10:37 AM,13,9,2016
00007438,L6Y2N4,,2,,15,$940.00 ,86.25,Other,,14/09/2016 2:02 PM,14,9,2016
00007410,M9C3S5,,2,,7,$720.00 ,40.25,Other,,12/09/2016 1:56 PM,12,9,2016
00007406,M6K2R9,,2,,13,"$1,010.00 ",74.75,Formerly Homeless,,12/09/2016 11:19 AM,12,9,2016
00007405,M1J2G5,3,1,2,22,"$1,500.00 ",126.50,Women and/or Children,,12/09/2016 11:17 AM,12,9,2016
00007728,L7R4M7,3,1,2,10,$760.00 ,57.50,Women and/or Children,,07/10/2016 5:53 PM,7,10,2016
00007161,L6V2V5,4,1,3,7,$510.00 ,40.25,Formerly Homeless,,18/08/2016 3:39 PM,18,8,2016
00007455,M1E4C3,,2,,11,$470.00 ,63.25,Women and/or Children,,15/09/2016 3:14 PM,15,9,2016
00006946,M9W4V4,3,2,1,9,$755.00 ,51.75,Refugees,,03/08/2016 11:28 AM,3,8,2016
00008797,M1R1S2,3,2,1,5,$100.00 ,28.75,Immigrants,,26/01/2017 10:09 AM,26,1,2017
00009533,M1L1L2,3,2,1,2,$140.00 ,11.50,Other,,28/03/2017 11:51 AM,28,3,2017
00009764,M5A4B6,,1,,13,$855.00 ,74.75,Refugees,,18/04/2017 12:30 PM,18,4,2017
00009686,M3A1R3,4,3,1,4,$80.00 ,23.00,Refugees,,07/04/2017 2:48 PM,7,4,2017
00010424,M4V3V6,,1,,16,"$1,045.00 ",92.00,Formerly Homeless,,23/06/2017 12:33 PM,23,6,2017
00009680,M3A1E6,,1,,22,"$1,290.00 ",126.50,Refugees,,07/04/2017 12:05 PM,7,4,2017
00009671,L3R8L8,,2,,13,$730.00 ,74.75,Other,,07/04/2017 9:50 AM,7,4,2017
00009886,M8V1P9,3,2,1,26,"$1,830.00 ",149.50,Women and/or Children,,27/04/2017 4:32 PM,27,4,2017
00007719,M4X1R7,,1,,10,$435.00 ,57.50,Mental Illness,,07/10/2016 11:43 AM,7,10,2016
00007710,M3C1B7,4,2,2,12,$805.00 ,69.00,Immigrants,,06/10/2016 4:51 PM,6,10,2016
00007700,L4T2C8,3,2,1,2,$40.00 ,11.50,Refugees,,06/10/2016 11:32 AM,6,10,2016
00007701,M6M3Z1,,1,,9,$680.00 ,51.75,Mental Illness,,06/10/2016 12:36 PM,6,10,2016
00010297,M9M2P5,4,3,1,23,"$1,285.00 ",132.25,Women and/or Children,,09/06/2017 4:22 PM,9,6,2017
00010118,L4Y3X6,4,3,1,29,"$1,915.00 ",166.75,Other,,24/05/2017 9:41 AM,24,5,2017
00009043,M6M0A2,,4,,20,"$1,520.00 ",115.00,Refugees,,15/02/2017 4:15 PM,15,2,2017
00010545,M4E1S5,,1,,4,$250.00 ,23.00,Formerly Homeless,,13/07/2017 1:05 PM,13,7,2017
00009930,M9V2B8,,1,,11,$560.00 ,63.25,Refugees,,02/05/2017 1:30 PM,2,5,2017
00009906,M3L2J1,5,1,4,17,"$1,070.00 ",97.75,Formerly Homeless,,01/05/2017 9:52 AM,1,5,2017
00010546,M3L2J1,2,1,1,11,$565.00 ,63.25,Formerly Homeless,,13/07/2017 1:07 PM,13,7,2017
00009922,L6W1A1,4,2,2,15,"$1,155.00 ",86.25,Refugees,,02/05/2017 10:10 AM,2,5,2017
00010524,M1J2R5,,1,,25,"$1,485.00 ",143.75,Formerly Homeless,,11/07/2017 9:02 AM,11,7,2017
00010362,M1L3E9,3,1,2,8,$410.00 ,46.00,Formerly Homeless,,15/06/2017 5:58 PM,15,6,2017
00008445,M6K1Z6,6,2,4,28,"$1,740.00 ",161.00,Refugees,,16/12/2016 10:37 AM,16,12,2016
00008928,M2M1C1,,1,,15,$840.00 ,86.25,Formerly Homeless,,03/02/2017 4:07 PM,3,2,2017
00008914,M3J3R2,,1,,11,$710.00 ,63.25,Formerly Homeless,,03/02/2017 1:17 PM,3,2,2017
00008868,M1J3L9,,1,,13,$775.00 ,74.75,Formerly Homeless,,01/02/2017 10:18 AM,1,2,2017
00008346,M3C1R9,6,3,3,30,"$1,860.00 ",172.50,Immigrants,,06/12/2016 10:00 AM,6,12,2016
00008328,L4T2P5,3,2,1,14,"$1,035.00 ",80.50,Refugees,,02/12/2016 11:31 AM,2,12,2016
00008327,L4E3X2,4,2,2,13,$805.00 ,74.75,Refugees,,02/12/2016 11:23 AM,2,12,2016
00009015,M4J3P5,,1,,7,$570.00 ,40.25,Formerly Homeless,,13/02/2017 12:07 PM,13,2,2017
00008701,M1H2E9,5,2,3,17,"$1,055.00 ",97.75,Other,,18/01/2017 11:55 AM,18,1,2017
00008313,M3C1B7,3,1,2,18,$950.00 ,103.50,Immigrants,,01/12/2016 3:59 PM,1,12,2016
00008876,M1E4T7,1,1,0,2,$105.00 ,11.50,Other,,01/02/2017 12:17 PM,1,2,2017
00008876,M1E4T7,1,1,0,6,$690.00 ,34.50,Other,,01/02/2017 12:17 PM,1,2,2017
00008873,M1P4S9,4,4,0,7,$140.00 ,40.25,Other,,01/02/2017 11:51 AM,1,2,2017
00008873,M1P4S9,4,4,0,7,$460.00 ,40.25,Other,,01/02/2017 11:51 AM,1,2,2017
00008875,M1B1Z6,1,1,0,17,"$1,360.00 ",97.75,Other,,01/02/2017 12:01 PM,1,2,2017
00008875,M1B1Z6,1,1,0,6,$185.00 ,34.50,Other,,01/02/2017 12:01 PM,1,2,2017
00008922,M1W3G4,4,2,2,7,$910.00 ,40.25,Other,,03/02/2017 3:01 PM,3,2,2017
00008922,M1W3G4,4,2,2,3,$100.00 ,17.25,Other,,03/02/2017 3:01 PM,3,2,2017
00009124,M6P4B9,4,2,2,19,"$1,290.00 ",109.25,Formerly Homeless,,24/02/2017 8:38 AM,24,2,2017
00008580,L6W0B8,,1,,3,$290.00 ,17.25,Women and/or Children,,09/01/2017 10:02 AM,9,1,2017
00009149,M1G1H5,,1,,2,$320.00 ,11.50,Formerly Homeless,,27/02/2017 9:01 AM,27,2,2017
00009098,M1K2M8,,1,,1,$20.00 ,5.75,Refugees,,21/02/2017 5:33 PM,21,2,2017
00009948,M9A0A1,,3,,16,"$1,155.00 ",92.00,Formerly Homeless,,04/05/2017 10:02 AM,4,5,2017
00009180,M4C2G8,5,2,3,26,"$1,385.00 ",149.50,Formerly Homeless,,28/02/2017 2:19 PM,28,2,2017
00009138,M9W1W5,,2,,23,"$1,380.00 ",132.25,Immigrants,,24/02/2017 12:42 PM,24,2,2017
00009381,M1L3m8,4,1,3,20,"$1,445.00 ",115.00,Other,,15/03/2017 10:48 AM,15,3,2017
00009206,M4X1G5,6,2,4,29,"$2,140.00 ",166.75,Immigrants & Newcomers,,01/03/2017 1:00 PM,1,3,2017
00007245,M1E2R3,,1,,22,"$1,355.00 ",126.50,Formerly Homeless,,25/08/2016 3:08 PM,25,8,2016
00007455,M1E4C3,,2,,3,$60.00 ,17.25,Women and/or Children,,15/09/2016 3:14 PM,15,9,2016
00007404,M1L4R3,,2,,19,"$1,130.00 ",109.25,Immigrants,,12/09/2016 10:00 AM,12,9,2016
00009670,M4A1A1,,1,,8,$510.00 ,46.00,Other,,07/04/2017 9:10 AM,7,4,2017
00009688,L5A1W5,5,2,3,1,$20.00 ,5.75,Immigrants,,07/04/2017 3:37 PM,7,4,2017
00009680,M3A1E6,,1,,2,$40.00 ,11.50,Refugees,,07/04/2017 12:05 PM,7,4,2017
00009670,M4A1A1,,1,,5,$110.00 ,28.75,Other,,07/04/2017 9:10 AM,7,4,2017
00010430,M4A2A2,2,1,1,5,$250.00 ,28.75,Refugees,,26/06/2017 2:27 PM,26,6,2017
00010564,M6E3R6,,1,,15,$720.00 ,86.25,Formerly Homeless,,18/07/2017 11:22 AM,18,7,2017
00010571,M9N3P5,,1,,3,$365.00 ,17.25,Formerly Homeless,,18/07/2017 2:56 PM,18,7,2017
00010560,M9MOG3,,1,,21,"$1,365.00 ",120.75,Formerly Homeless,,17/07/2017 2:51 PM,17,7,2017
00009867,M1L2P7,,1,,11,$665.00 ,63.25,Formerly Homeless,,27/04/2017 9:01 AM,27,4,2017
00009886,M8V1P9,3,2,1,1,$20.00 ,5.75,Women and/or Children,,27/04/2017 4:32 PM,27,4,2017
00007847,M1K4R6,3,1,2,8,$680.00 ,46.00,Other,,19/10/2016 3:33 PM,19,10,2016
00007847,M1K4R6,3,1,2,8,$220.00 ,46.00,Other,,19/10/2016 3:33 PM,19,10,2016
00007836,M1J3C9,4,2,2,6,$510.00 ,34.50,Other,,19/10/2016 9:28 AM,19,10,2016
00010527,M1H1V6,7,3,4,1,$80.00 ,5.75,Formerly Homeless,,11/07/2017 1:51 PM,11,7,2017
00009915,M2J2T9,4,2,2,18,"$1,470.00 ",103.50,Immigrants,,01/05/2017 3:55 PM,1,5,2017
00010348,M1L1N9,,1,,18,$915.00 ,103.50,Women & Children,,15/06/2017 9:11 AM,15,6,2017
00009915,M2J2T9,4,2,2,5,$95.00 ,28.75,Immigrants,,01/05/2017 3:55 PM,1,5,2017
00010535,M5T2R2,,1,,10,$475.00 ,57.50,Formerly Homeless,,12/07/2017 1:08 PM,12,7,2017
00009904,M6N4A6,3,2,1,29,"$1,830.00 ",166.75,Other,,30/04/2017 12:17 PM,30,4,2017
00009515,M1P2L9,3,1,2,2,$55.00 ,11.50,Other,,25/03/2017 10:07 AM,25,3,2017
00009001,M4H1L4,,3,,23,$990.00 ,132.25,Immigrants,,10/02/2017 12:35 PM,10,2,2017
00009733,M6P2E5,,1,,17,$790.00 ,97.75,Formerly Homeless,,12/04/2017 3:34 PM,12,4,2017
00009591,M1G1R6,2,1,1,11,$600.00 ,63.25,Women and/or Children,,31/03/2017 10:07 AM,31,3,2017
00009530,M1G1H5,3,1,2,9,$650.00 ,51.75,Other,,28/03/2017 10:28 AM,28,3,2017
00009511,M1K4P8,,2,,6,$435.00 ,34.50,Other,,24/03/2017 3:45 PM,24,3,2017
00008741,M4H1J4,6,2,4,5,$0.00 ,28.75,Immigrants,,20/01/2017 10:59 AM,20,1,2017
00009000,M2N2H6,4,2,2,15,"$1,010.00 ",86.25,Refugees,,10/02/2017 10:51 AM,10,2,2017
00009511,M1K4P8,,2,,1,$20.00 ,5.75,Other,,24/03/2017 3:45 PM,24,3,2017
00009426,M1K2M8,3,2,1,4,$220.00 ,23.00,Other,,18/03/2017 10:49 AM,18,3,2017
00009426,M1K2M8,3,2,1,4,$125.00 ,23.00,Other,,18/03/2017 10:49 AM,18,3,2017
00009668,M6K2J9,,1,,7,$400.00 ,40.25,Formerly Homeless,,07/04/2017 8:57 AM,7,4,2017
00009693,M6J2Z7,,1,,22,"$1,425.00 ",126.50,Formerly Homeless,,10/04/2017 8:51 AM,10,4,2017
00008036,M9V1V3,,1,,11,$430.00 ,63.25,Formerly Homeless,,07/11/2016 8:33 AM,7,11,2016
00007530,M9V2E9,3,2,1,17,"$1,320.00 ",97.75,Refugees,,21/09/2016 5:04 PM,21,9,2016
00008024,M4H1L4,4,2,2,25,"$1,300.00 ",143.75,Refugees,,04/11/2016 11:23 AM,4,11,2016
00008270,M5A3Y8,,1,,12,$960.00 ,69.00,Women and/or Children,,28/11/2016 10:46 AM,28,11,2016
00008290,L5A3X8,5,2,3,11,$630.00 ,63.25,Other,,30/11/2016 8:44 AM,30,11,2016
00008274,M4S1G7,,3,,10,$810.00 ,57.50,Refugees,,28/11/2016 12:10 PM,28,11,2016
00008614,M6K2T8,,1,,7,$640.00 ,40.25,Mental Illness,,10/01/2017 6:24 PM,10,1,2017
00009811,L5A1W6,6,2,4,32,"$1,880.00 ",184.00,Immigrants,,21/04/2017 3:22 PM,21,4,2017
00010474,M4J1Z7,,1,,23,"$1,255.00 ",132.25,Formerly Homeless,,04/07/2017 3:05 PM,4,7,2017
00010487,M9W4L5,4,2,2,32,"$1,880.00 ",184.00,Refugees,,06/07/2017 9:26 AM,6,7,2017
00007368,M4H1J3,6,2,4,36,"$2,120.00 ",207.00,Immigrants,,07/09/2016 1:00 PM,7,9,2016
00007417,M1S3H1,3,2,1,14,"$1,030.00 ",80.50,Indigenous,,13/09/2016 12:14 PM,13,9,2016
00007376,L6Y0K2,3,2,1,21,"$1,235.00 ",120.75,Refugees,,07/09/2016 3:14 PM,7,9,2016
00007228,M1N3P4,,2,,8,$490.00 ,46.00,Other,,24/08/2016 2:43 PM,24,8,2016
00007371,M3J1M5,3,2,1,2,$310.00 ,11.50,Women and/or Children,,07/09/2016 2:21 PM,7,9,2016
00007377,L7A0J2,3,1,2,20,"$1,460.00 ",115.00,Refugees,,07/09/2016 3:25 PM,7,9,2016
00007367,L7A3L3,3,2,1,16,"$1,080.00 ",92.00,Immigrants,,07/09/2016 11:18 AM,7,9,2016
00007672,m3j2v1,3,2,1,16,"$1,030.00 ",92.00,Other,,04/10/2016 4:00 PM,4,10,2016
00007684,M1B1V5,,2,,34,"$1,440.00 ",195.50,Indigenous,,05/10/2016 11:55 AM,5,10,2016
00007669,M6K3E5,,1,,1,$20.00 ,5.75,Formerly Homeless,,04/10/2016 3:05 PM,4,10,2016
00007695,M4Y2P3,4,3,1,19,"$1,000.00 ",109.25,Immigrants & Newcomers,,05/10/2016 3:58 PM,5,10,2016
00007740,M1P3R5,,2,,18,"$1,315.00 ",103.50,Immigrants,,11/10/2016 2:56 PM,11,10,2016
00007693,M9N1G5,4,1,3,8,$615.00 ,46.00,Refugees,,05/10/2016 3:16 PM,5,10,2016
00007666,M1L1L1,2,1,1,12,$730.00 ,69.00,Immigrants,,04/10/2016 2:31 PM,4,10,2016
00007671,L5M5P7,2,1,1,12,$750.00 ,69.00,Refugees,,04/10/2016 3:56 PM,4,10,2016
00007693,M9N1G5,4,1,3,2,$40.00 ,11.50,Refugees,,05/10/2016 3:16 PM,5,10,2016
00010436,M2H1C3,5,3,2,20,"$1,390.00 ",115.00,Formerly Homeless,,27/06/2017 9:12 AM,27,6,2017
00010436,M2H1C3,5,3,2,5,$100.00 ,28.75,Formerly Homeless,,27/06/2017 9:12 AM,27,6,2017
00009773,L5W1B5,4,2,2,12,$950.00 ,69.00,Refugees,,19/04/2017 10:44 AM,19,4,2017
00010433,M1H1M5,,1,,21,"$1,100.00 ",120.75,Formerly Homeless,,27/06/2017 8:33 AM,27,6,2017
00009702,M6K1J5,,1,,7,$640.00 ,40.25,Formerly Homeless,,10/04/2017 3:38 PM,10,4,2017
00009702,M6K1J5,,1,,1,$20.00 ,5.75,Formerly Homeless,,10/04/2017 3:38 PM,10,4,2017
00007545,M4J3E1,,1,,9,$450.00 ,51.75,Formerly Homeless,,23/09/2016 12:41 PM,23,9,2016
00008016,M6E3C8,,1,,12,$790.00 ,69.00,Formerly Homeless,,04/11/2016 8:59 AM,4,11,2016
00007550,M1K4H8,,1,,6,$765.00 ,34.50,Women and/or Children,,24/09/2016 7:42 PM,24,9,2016
00007542,M4C5L7,4,2,2,19,"$1,175.00 ",109.25,Immigrants,,23/09/2016 10:09 AM,23,9,2016
00008123,M4H1J4,7,2,5,24,"$1,505.00 ",138.00,Immigrants & Newcomers,,14/11/2016 4:26 PM,14,11,2016
00008185,M1K2B9,2,1,1,11,$525.00 ,63.25,Other,,18/11/2016 10:36 AM,18,11,2016
00007990,m9m2e4,3,1,2,18,"$1,135.00 ",103.50,Refugees,,02/11/2016 4:25 PM,2,11,2016
00008179,M1V1W3,2,2,0,11,$750.00 ,63.25,Other,,18/11/2016 9:03 AM,18,11,2016
00007995,M4H1J6,5,2,3,37,"$2,170.00 ",212.75,Immigrants,,03/11/2016 10:44 AM,3,11,2016
00008375,L5N2G9,5,2,3,25,"$1,605.00 ",143.75,Refugees,,08/12/2016 9:14 AM,8,12,2016
00008123,M4H1J4,7,2,5,5,$100.00 ,28.75,Immigrants & Newcomers,,14/11/2016 4:26 PM,14,11,2016
00009263,M1E3E4,4,3,1,1,$50.00 ,5.75,Other,,06/03/2017 9:57 AM,6,3,2017
00008155,M6C2M2,3,2,1,1,$130.00 ,5.75,Formerly Homeless,,16/11/2016 3:26 PM,16,11,2016
00008597,M4L2W8,,,,9,$530.00 ,51.75,Formerly Homeless,,10/01/2017 8:43 AM,10,1,2017
00004544,M1B6B2,12,4,8,11,"$1,230.00 ",63.25,Refugees,,15/01/2016 11:37 AM,15,1,2016
00008056,M6H3Z8,2,1,1,2,$120.00 ,11.50,Refugees,,08/11/2016 11:50 AM,8,11,2016
00008297,M1B6B5,10,2,8,11,"$1,340.00 ",63.25,Other,,30/11/2016 1:38 PM,30,11,2016
00010003,M1P2H2,6,2,4,5,$510.00 ,28.75,Other,,10/05/2017 10:00 AM,10,5,2017
00010003,M1P2H2,6,2,4,2,$60.00 ,11.50,Other,,10/05/2017 10:00 AM,10,5,2017
00009742,M1P4V2,,,,7,$750.00 ,40.25,Other,,13/04/2017 10:30 AM,13,4,2017
00009732,M6N3E1,,,,18,"$1,060.00 ",103.50,Formerly Homeless,,12/04/2017 3:31 PM,12,4,2017
00008994,M4C5L8,4,2,2,19,"$1,190.00 ",109.25,Immigrants,,10/02/2017 10:01 AM,10,2,2017
00009212,M1L1L3,2,1,1,1,$20.00 ,5.75,Other,,01/03/2017 1:58 PM,1,3,2017
00008999,M4X1R3,,1,,8,$640.00 ,46.00,Refugees,,10/02/2017 10:49 AM,10,2,2017
00007533,M4G2L3,4,2,2,24,"$1,385.00 ",138.00,Refugees,,22/09/2016 1:33 PM,22,9,2016
00007752,M5A3Z5,,1,,22,"$1,420.00 ",126.50,Women and/or Children,,12/10/2016 2:06 PM,12,10,2016
00007531,M1GIR6,2,1,1,23,"$1,100.00 ",132.25,Women and/or Children,,22/09/2016 11:43 AM,22,9,2016
00008265,M4J4B7,,1,,15,"$1,070.00 ",86.25,Women & Children,,25/11/2016 3:44 PM,25,11,2016
00008266,M1W3C3,,3,,18,$930.00 ,103.50,Refugees,,25/11/2016 4:08 PM,25,11,2016
00008274,M4S1G7,,3,,1,$20.00 ,5.75,Refugees,,28/11/2016 12:10 PM,28,11,2016
00008269,M1K2N4,4,2,2,25,"$1,540.00 ",143.75,Formerly Homeless,,28/11/2016 10:14 AM,28,11,2016
00008267,m2j3c7,,2,,19,"$1,070.00 ",109.25,Refugees,,25/11/2016 4:19 PM,25,11,2016
00008268,M4B2G1,4,1,3,26,"$1,650.00 ",149.50,Formerly Homeless,,25/11/2016 4:34 PM,25,11,2016
